DOW,area.hectares,max_depth_m,mean.gdd,proportion_disturbed_ws,littoral.zone,secchi.m,blackbullhead,blackcrappie,bowfin,brownbullhead,commoncarp,goldenshiner,greensunfish,largemouthbass,northernpike,rockbass,smallmouthbass,walleye,whitesucker,yellowbullhead,yellowperch,Lepomis,coldwater
11027300,79.925485,14.0208,2376.402035,0.028602509,0.997871412,5.35,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
11027400,310.2606156,20.4216,2371.434645,0.065185676,0.871341143,4.04,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
11027900,60.36701062,16.4592,2362.639189,0.035996488,1,6.7,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
11028200,198.7210603,28.3464,2424.86871,0.042082254,0.46047271,3.51,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
11028300,298.3830815,21.0312,2413.043255,0.04868653,0.803619666,4.025,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
11028400,51.54080896,3.6576,2341.345777,0.05400982,NA,2.7216,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0
11029600,110.2405133,28.956,2320.365459,0.008948776,0.947610483,6.25,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0
11030400,361.7973777,17.3736,2489.964866,0.03265875,0.908166751,4.8768,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
11030500,4025.496626,24.384,2496.129563,0.15484399,0.438535685,3.075,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
11030800,365.1643652,7.0104,2425.443205,0.046866518,NA,2.286,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
11031100,301.1066183,25.6032,2390.64159,0.04856722,0.883804089,4.55,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
11031300,239.5093622,10.668,2338.750314,0.014980567,0.556732842,1.812,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
11031600,45.71333056,7.62,2396.894088,0.025344202,NA,2.8575,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0
11031700,115.768524,6.096,2349.584377,0.019932677,NA,1.6002,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
11035100,101.4345459,11.2776,2414.231242,0.019842164,1,4.27,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
11035500,75.56701678,12.8016,2430.956452,0.129617955,1,5.18,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0
11035800,105.3478595,15.5448,2399.357724,0.06793722,0.991522522,5.49,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
11036100,89.15637266,14.6304,2442.375223,0.058178191,0.999783023,5.2,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
11036700,178.0456526,8.2296,2467.479722,0.082073769,0.904974373,2.9325,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0
11037100,233.2852916,15.24,2367.329944,0.034078517,1,6.4,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0
11038300,444.8187106,21.9456,2341.006337,0.060669277,0.911759572,4.84,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
11038700,91.47522344,11.2776,2394.143965,0.027317391,0.984933234,4.15,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
11039400,53.80705056,7.9248,2357.092223,0.022095633,1,3.0861,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
11041100,652.527847,24.384,2416.472268,0.062089036,0.5828861,2.4,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
11041200,512.8140523,13.716,2306.894761,0.04298588,0.983873217,4.148333334,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0
11041300,2055.970801,63.3984,2281.428573,0.036740795,0.567470164,5.96375,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
11047400,112.6079264,10.0584,2391.877833,0.01440745,NA,3.6975,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0
11047600,112.2072872,25.6032,2329.816998,0.071372006,0.904328342,7.3,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1
11048000,115.0724641,24.384,2341.349428,0.073663426,0.772425985,3.9812,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
11048200,58.0117381,17.9832,2339.410451,0.092431402,0.946431393,4.572,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
11049300,78.90162942,17.9832,2427.408198,0.013411254,0.696068227,2.74,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1
11049400,228.6071214,22.5552,2387.863487,0.01457426,0.585368472,2.48412,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
11050200,76.9712772,12.192,2262.295761,0.038091573,1,4.585,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
11050400,710.4950696,28.3464,2297.228044,0.2306132,0.4959597,3.7,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
11050500,213.6580206,7.3152,2353.431025,0.163969795,0.999689635,2.4384,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0
13001200,382.0073966,10.3632,2829.412671,0.552461523,NA,1.00584,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
13001300,78.17724148,9.144,2710.245005,0.522977851,0.748324279,1.51,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
13002700,338.0463564,33.2232,2745.97192,0.592789367,0.542837325,1.07,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
13002800,184.0026305,10.3632,2829.412671,0.581604276,0.561014529,2.025,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
13003100,322.0046033,6.4008,2544.400372,0.353119092,0.843346192,0.9534,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
13003201,303.2150324,14.0208,2762.327698,0.598234319,0.649756706,0.8875,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
13003300,68.0681852,7.0104,2870.334364,0.623463803,0.447716,0.85,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
13003500,57.4047091,8.8392,2783.066468,0.592343181,0.52770061,2.05,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
13004100,732.2752701,9.7536,2875.533521,0.485990484,NA,1.0668,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
13005300,88.14870452,14.3256,2835.261159,0.52448737,0.398582837,1.66,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
13006800,129.0219905,17.3736,2657.33473,0.363169755,0.701578439,2.59,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
13006901,599.1497636,7.3152,2561.090713,0.520375002,0.489278627,0.91,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
13006902,638.8575539,12.8016,2616.86764,0.520375002,0.465190759,1.22,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
14003000,53.85156602,6.7056,2553.640691,0.404796254,1,2.44,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0
14004900,51.38298142,10.9728,2649.586276,0.611135067,0.468322564,1.40208,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0
14010000,44.10672714,11.8872,2636.854721,0.714361646,0.349716392,2.1336,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0
15000500,64.44219864,24.384,2161.37673,0.008507645,0.749370575,4.4,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0
15001000,122.793873,28.3464,2271.206783,0.006813443,0.426188809,3.3625,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1
15001600,431.0512929,12.192,2293.463573,0.014532516,0.379439771,1.573333333,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
15005700,64.28841796,24.384,2251.874569,0.104379977,NA,5.3,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0
15006800,202.8286232,19.2024,2228.167182,0.020638257,1,6.55,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0
15007900,93.08587372,4.8768,2272.342068,0.160458076,NA,2.135,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0
15012700,17.69691878,17.6784,2364.534796,0,NA,3.29184,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
15014900,501.1631424,4.572,2298.827483,0.410130379,1,2.495,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
16001900,163.6873933,10.668,1899.116779,0.003466592,0.889982999,2.85,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
16002300,31.363165,10.668,1921.784583,0.006434316,NA,2.85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16002900,163.8492677,12.192,1880.885892,0.005558782,0.925702817,2.475,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
16003200,30.35145,3.3528,1682.060971,0.002662407,NA,1.8288,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
16004900,104.9431735,23.4696,NA,0,0.749845941,5.595,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16005000,7.40170694,7.62,NA,0.024590164,NA,3.048,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16007700,826.6359048,34.1376,1900.950294,0.002213542,0.7346633,5.0292,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1
16008900,153.0117766,2.286,1858.121038,0.003433679,NA,1.71612,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
16009600,165.2454344,2.7432,NA,0.001248256,NA,1.1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
16009700,16.60831344,3.9624,NA,0,NA,2.7432,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
16009800,47.47371466,6.4008,NA,0.003058104,NA,1.8894,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
16010800,43.0181218,9.144,1967.480934,0.002039627,NA,2.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16012800,20.4973459,2.8956,1928.680829,0.004483731,NA,1.3716,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
16013900,544.0315304,39.624,1841.138354,0.004182624,NA,9.296666667,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
16014300,755.751105,15.24,1973.034003,0.005139607,0.552754595,2.871666667,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1
16014700,133.5989892,22.86,1951.409762,0.004882629,0.805430231,5.4,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1
16015500,9.79744806,5.1816,1971.007433,0.002564103,NA,2.1336,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0
16015600,305.0604005,8.2296,1890.786642,0.002576371,0.999674677,2.6825,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
16018200,83.36126914,7.62,1894.730237,0.003171247,1,3.4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
16019400,39.54591592,10.3632,1968.174908,0.001516837,NA,3.3528,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
16019600,12.3226887,5.4864,2001.725985,0.024213075,NA,1.9812,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
16019800,41.4398464,8.5344,1949.159416,0.001244813,NA,4.57,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
16020400,57.15785064,8.8392,1967.063955,0.005272408,0.885027163,2.4,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
16022700,189.2433142,21.6408,1919.563219,0.003067761,0.910312553,5.03,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1
16022800,199.5142449,23.7744,1928.309984,0.002855022,0.885214417,6.705,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1
16023900,309.180104,22.2504,1932.11764,0.006319012,0.777590644,3.66,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1
16025200,329.588419,13.716,2019.872615,0.001613531,1,5.636666667,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
16025300,138.7546888,6.096,2282.751327,0.007497322,1,2.85,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
16032800,50.59384372,5.7912,2032.460302,0.002340167,0.998616511,1.9812,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
16034600,182.715729,5.1816,2069.729823,0.001313239,1,2.4384,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
16034700,106.2057938,2.7432,2092.258756,0,1,1.612,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
16035500,42.47988942,5.4864,2032.460302,0.00402527,0.996989877,1.73736,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
16036000,291.6248253,9.144,2238.022574,0.004353398,0.785230579,2.275,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
16036600,30.73185484,1.8288,2026.844331,0.003740648,NA,1.5,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
16036900,140.078012,3.048,2085.807758,0.000589751,NA,1.507,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
16038400,143.6999517,4.572,2071.767813,0.000409433,1,2.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
16044800,443.3294661,61.5696,1923.388073,0.006348472,0.442382198,5.2575,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1
16045300,90.05072872,3.048,1967.136093,0.001298904,NA,1.524,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
16045400,305.7321793,8.5344,2097.321331,0.001624605,0.971118297,2.4189,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
16049600,337.4636085,13.716,2169.650199,0,NA,2.44,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
16060600,62.51589328,13.716,2030.897728,0.000721501,NA,4.70916,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0
16063400,27.87072482,7.0104,NA,0.001156069,0.984029223,2.3168,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
16063900,239.9585637,5.9436,2125.442418,0.002138752,0.932934334,1.5358,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
16064500,149.3048528,3.3528,2191.906533,0.002603948,0.995553235,1.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
17000300,88.94593594,2.4384,2813.437762,0.892898638,0.662047491,0.61,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0
17000700,109.1640485,3.048,2878.505575,0.745807205,0.078094052,0.45,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0
17002200,62.71418942,3.048,2874.412399,0.792212298,0.235594003,0.52432,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0
17005400,65.59555374,3.6576,2874.091313,0.625822369,0.061064235,0.439513333,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0
17005600,95.5463646,2.7432,2861.306914,0.642868551,NA,0.4572,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0
17006000,353.3111123,1.8288,2867.897494,0.868418696,0.210242402,0.2,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0
18002000,409.5219977,25.6032,2533.044729,0.090769594,0.665442683,2.975,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
18003400,938.8229577,22.5552,2439.382224,0.138379936,0.856250106,4.27,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
18003800,364.2942903,16.4592,2457.655203,0.041847681,0.644934666,3.8,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18008800,673.1627861,7.0104,2521.207646,0.21069331,0.933881755,1.485,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
18009000,446.3929392,19.812,2479.147551,0.26089681,0.853327733,5.03,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
18009301,269.7920156,102.7176,2567.21955,0.115837937,NA,3.81,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
18009302,216.4058385,15.24,2470.30482,0.115837937,NA,4.115,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
18009600,321.8791507,14.3256,2539.425861,0.19516425,0.481747685,2.0525,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
18010400,282.0297203,12.8016,2506.896708,0.104144677,0.882143089,3.425,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
18011700,81.37830774,8.8392,2571.401479,0.254121321,NA,3.3528,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
18013600,524.0238545,14.3256,2533.982173,0.222888274,0.435167118,2.4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
18014500,130.4869538,7.62,2577.027833,0.089011364,0.713230564,2.1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
18015500,153.1534167,7.9248,2631.90568,0.202472825,0.703138245,1.865,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
18018300,96.93443758,11.2776,2522.252137,0.022563736,0.68027136,1.83,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0
18018400,97.12059314,19.5072,2407.672698,0.028571428,0.930932981,5.04,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0
18020300,291.6693408,3.9624,2498.980912,0.028421163,0.591775813,1.07,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
18021200,242.4878512,11.8872,2410.12708,0.119500698,1,5.5,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0
18024200,353.8736258,10.9728,2481.306782,0.058743471,0.7277219,3.253333333,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
18024300,293.2597568,8.2296,2476.891999,0.081979651,0.864527485,2.4,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
18025100,373.1326326,17.0688,2359.542976,0.023665893,0.977948398,3.81,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
18029400,173.6305283,23.7744,2438.293886,0.019342372,0.349406909,2.29,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18029600,141.5510691,10.9728,2448.341516,0.02138635,0.966656308,3.8481,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18029700,181.8739821,16.764,2395.579627,0.009346067,0.933593068,4.7875,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18029800,97.48076368,19.812,2395.579627,0.019322896,0.962414537,4.9,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
18030500,1041.993607,22.86,2438.131038,0.07055444,0.938185481,4.27,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
18030800,3386.149402,31.6992,2420.167412,0.048769956,0.876199855,4.856666667,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18031000,3122.650254,42.0624,2424.454683,0.123795191,0.529992464,3.6175,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
18031100,347.1477445,32.004,2424.454683,0.033811476,0.780651902,4.57,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18031200,723.1617414,25.6032,2424.454683,0.096350571,0.633212631,3.96,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18031500,551.6032054,39.0144,2424.454683,0.061427405,0.453844693,4.42,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18035200,279.5368545,19.2024,2466.576868,0.046057434,0.984143609,5.18,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18035400,73.24411914,17.0688,2424.454683,0.016229117,0.726667762,4,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
18035500,136.3265728,19.5072,2424.454683,0.111656665,0.564883032,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18035600,85.41302716,13.4112,2424.454683,0.163120567,0.989366831,4.105,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
18036100,76.80130908,23.4696,2465.327585,0.047228527,0.874674672,5.335,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18036400,91.42261426,19.2024,2497.263598,0.061832855,0.660169745,4.6675,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
18036600,119.9367898,3.9624,2424.454683,0.072259349,1,2.13,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
18037100,111.1308225,12.192,2401.873611,0.284150286,0.992967682,4.6,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
18037200,2486.411018,29.5656,2376.080095,0.059140314,0.877721046,4.211666667,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
18037300,667.7764155,15.5448,2532.87343,0.055824659,0.801808886,3.2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
18037500,521.1303496,25.2984,2574.586757,0.027492142,0.772487276,4.57,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
18037600,175.8603482,12.192,2459.467624,0.132071971,0.831973104,2.6825,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
18037700,160.5187019,14.6304,2470.340469,0.117749037,0.873526925,3.9425,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
18037800,280.4878666,30.48,2424.454683,0.20829294,0.363933051,4.16,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
18037900,167.2283958,8.2296,2474.899045,0.191825718,1,3.4,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0
18038600,208.4254306,7.0104,2307.230367,0.126921901,1,3.05,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0
18040300,226.6120194,11.8872,2470.340469,0.106060606,0.943780483,3.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18041200,241.0714502,12.8016,2516.95673,0.236357867,0.656013696,2.4,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0
19000300,33.01428388,4.572,2935.371597,NA,0.417759838,0.62484,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0
19002600,214.6049858,6.4008,2895.334291,0.533362464,NA,2.7432,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
19002700,116.8045202,11.2776,2805.127459,0.838283829,0.764706935,1.665,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
19003100,95.20642836,10.0584,2809.842844,0.551210232,0.810698197,2.05,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
19003700,5.81938468,5.1816,NA,0.898760331,NA,1.225,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
19005700,12.09606454,10.2108,2984.004193,0.815985002,0.811624905,1.51,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
19006500,15.26070906,16.764,2957.517712,0.420899621,0.883038539,3.98,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
19034800,2.67902132,3.3528,NA,NA,NA,1.2,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0
21001600,269.6544224,9.144,2597.765887,0.767478617,0.402899949,1.2,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0
21004100,43.42685466,13.716,2507.846071,0.740659086,0.875557463,3.66,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0
21004900,70.48820748,13.1064,2592.931796,0.740339172,0.320543158,2.2842,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
21005100,61.56083432,9.7536,2666.016123,0.804774378,0.66838793,2,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
21005200,258.9221497,19.2024,2501.268227,0.679598901,0.546070154,2.665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21005400,168.6771717,18.288,2612.495959,0.701102024,0.383136678,2.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21005500,44.60853778,7.9248,2646.545854,0.691038442,0.57213154,1.485,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21005600,728.8192517,25.908,2506.70815,0.678868387,0.647837609,3.24625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21005700,1054.251545,49.6824,2480.771852,0.553008747,0.455381034,3.275,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
21007300,136.6138999,17.9832,2592.46971,0.250983477,0.948362878,4.3,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0
21007600,258.6995724,13.4112,2559.571946,0.484666142,0.427862714,2.13,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
21007900,336.2414568,23.7744,2552.041992,0.58819109,0.637350726,2.8,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
21008000,424.9162531,18.8976,2524.860527,0.532343781,0.623054406,2.74,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21008300,2316.535976,32.004,2492.758481,0.51672579,0.679783823,3.52625,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
21008500,371.6514818,25.2984,2560.247018,0.648844849,0.451137268,2.44,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21009000,88.23773544,6.4008,2514.027922,0.530966143,0.803108652,1.6,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
21009200,991.654715,12.192,2580.031601,0.59418756,0.5591083,2.1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
21009400,86.78895956,10.0584,2628.63626,0.537532679,0.836864781,2.65,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21010200,118.4030299,13.4112,2569.040922,0.535745571,0.791687004,2.86,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
21010300,98.15254244,15.8496,2611.380129,0.550738538,0.79411891,3.66,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21010600,304.5464493,32.9184,2578.325991,0.537696423,0.52477747,4.1148,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
21010800,166.4918673,37.4904,2526.800633,0.532094574,0.539240802,3.4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21012300,1791.472079,32.3088,2534.652431,0.533369826,0.615897281,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21013600,40.04772656,11.5824,2627.387529,0.670821529,0.816047705,2.17932,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0
21014000,106.6104798,12.192,2666.289205,0.549334921,0.407641681,1.59,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
21014400,537.8357877,19.812,2629.873177,0.537278434,NA,2.7432,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21014500,475.5222374,28.956,2597.30849,0.667313987,0.715917379,3.3507,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21015000,71.53229736,18.288,2652.583857,0.401378123,0.525698385,2.7432,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0
21015100,124.3883358,12.8016,2513.510821,0.417363851,0.832135545,3.15,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
21016000,178.89954,19.812,2650.179806,0.344643809,0.474627678,2.9,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1
21016200,100.2123942,5.4864,2646.003743,0.505599389,0.691883472,1.7,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
21018000,182.2301058,12.192,2495.479369,0.570308569,0.538614307,2.2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
21018900,81.60897876,5.1816,2672.905279,0.6562942,NA,0.65,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0
